Date,Outcomes,Predominant function of establishment,Establishment,Adjudicator,Sex,Age group,Ethnicity,Religion,Offence,Detailed offence,Count
Q3,Proved,Category A (High Security),Frankland,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,1
Q3,Proved,Category A (High Security),Frankland,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,2
Q3,Proved,Category A (High Security),Frankland,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,Attempts: Other Unauthorised Transactions,1
Q3,Proved,Category A (High Security),Frankland,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,Drug related offence,1
Q3,Proved,Category A (High Security),Frankland,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,3
Q3,Proved,Category A (High Security),Frankland,Governor,M,50 - 59,e White,a Christian,Violence,Assault on a prisoner,2
Q3,Proved,Category A (High Security),Frankland,Governor,M,50 - 59,e White,a Christian,Violence,Attempts: Assault on staff,1
Q3,Proved,Category A (High Security),Frankland,Governor,M,50 - 59,e White,a Christian,Violence,Fights with any person,1
Q3,Proved,Category A (High Security),Frankland,Governor,M,50 - 59,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Category A (High Security),Frankland,Governor,M,50 - 59,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Frankland,Governor,M,50 - 59,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Frankland,Governor,M,50 - 59,e White,g Other religious groups,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Frankland,Governor,M,50 - 59,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Frankland,Governor,M,50 - 59,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Frankland,Governor,M,60 - 69,a Asian or Asian British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Frankland,Governor,M,60 - 69,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Frankland,Governor,M,60 - 69,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Frankland,Governor,M,70 and over,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Frankland,Governor,M,70 and over,e White,a Christian,Unauthorised transactions,Attempts: Other Unauthorised Transactions,1
Q3,Proved,Category A (High Security),Frankland,Missing,M,25 - 29,a Asian or Asian British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Unauthorised transactions,Drug related offence,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Violence,Fights with any person,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any lawful order,8
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Is disrespectful,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,11
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Assault on staff,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Wilful Damage,Cause damage to any part of a prison,3
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Violence,Assault on a prisoner,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,21 - 24,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,21 - 24,e White,b Muslim,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,21 - 24,e White,i No religion,Unauthorised transactions,Drug related offence,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Violence,Fights with any person,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any lawful order,3
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Other offences,Obstructs an officer executing his duty,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Assault on staff,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,d Other ethnic group,b Muslim,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,d Other ethnic group,b Muslim,Violence,Assault on a prisoner,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,4
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,e White,a Christian,Other offences, Endangers health/safety of any person,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Drug related offence,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,e White,e Buddhist,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,25 - 29,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Violence,Assault on a prisoner,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,a Asian or Asian British,f Jewish,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Possession of unauthorised articles,3
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,d Other ethnic group,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,d Other ethnic group,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,11
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,e White,a Christian,Other offences, Endangers health/safety of any person,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,e White,a Christian,Violence,Assault on staff,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,e White,b Muslim,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,e White,f Jewish,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,9
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,e White,f Jewish,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,e White,f Jewish,Violence,Attempts: Commits any assault,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,4
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,Disobeys any lawful order,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Drug related offence,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,40 - 49,e White,e Buddhist,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,50 - 59,a Asian or Asian British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,50 - 59,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,50 - 59,e White,a Christian,Violence,Assault on staff,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,50 - 59,e White,b Muslim,Unauthorised transactions,Drug related offence,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,50 - 59,e White,g Other religious groups,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,60 - 69,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,2
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,60 - 69,e White,a Christian,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,60 - 69,e White,a Christian,Other offences,Obstructs an officer executing his duty,1
Q3,Proved,Category A (High Security),Full Sutton,Governor,M,60 - 69,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Full Sutton,Independent adjudicator,M,25 - 29,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Full Sutton,Independent adjudicator,M,25 - 29,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Possession of unauthorised articles,4
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,4
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,Absent from where he should be/Present where he should not,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,Possession of unauthorised articles,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,21 - 24,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,21 - 24,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,21 - 24,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,a Asian or Asian British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Drug related offence,3
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,3
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,Possession of unauthorised articles,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,d Other ethnic group,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,3
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,e White,b Muslim,Unauthorised transactions,Drug related offence,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,e White,i No religion,Other offences, Endangers health/safety of any person,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,25 - 29,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,a Asian or Asian British,d Sikh,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,a Asian or Asian British,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,a Asian or Asian British,i No religion,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,a Asian or Asian British,i No religion,Violence,Assault on staff,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Other offences, Endangers health/safety of any person,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Wilful Damage,Cause damage to any part of a prison,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Other offences,Absent from where he should be/Present where he should not,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Drug related offence,3
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,f Jewish,Other offences,Absent from where he should be/Present where he should not,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,4
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Is disrespectful,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,8
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,a Christian,Other offences, Endangers health/safety of any person,4
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,a Christian,Violence,Assault on a prisoner,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,b Muslim,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,f Jewish,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,f Jewish,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,f Jewish,Other offences, Endangers health/safety of any person,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,f Jewish,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,4
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,3
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,i No religion,Other offences, Endangers health/safety of any person,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Attempts: Takes improperly any article,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,i No religion,Violence,Assault on staff,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,30 - 39,e White,i No religion,Wilful Damage,Cause damage to any part of a prison,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,40 - 49,b Black/ African/ Caribbean/ Black British,g Other religious groups,Unauthorised transactions,Drug related offence,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,40 - 49,c Mixed/ Multiple ethnic groups,i No religion,Unauthorised transactions,Drug related offence,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,40 - 49,d Other ethnic group,b Muslim,Disobedience/disrespect,Disobeys any lawful order,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,40 - 49,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Drug related offence,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,40 - 49,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,40 - 49,e White,a Christian,Violence,Assault on staff,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,40 - 49,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,40 - 49,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,40 - 49,e White,e Buddhist,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,40 - 49,e White,i No religion,Unauthorised transactions,Drug related offence,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,50 - 59,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,50 - 59,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,50 - 59,e White,b Muslim,Other offences, Endangers health/safety of any person,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,50 - 59,e White,b Muslim,Unauthorised transactions,Drug related offence,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,50 - 59,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,2
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,50 - 59,e White,i No religion,Disobedience/disrespect,Disobeys any lawful order,1
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,50 - 59,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,3
Q3,Proved,Category A (High Security),Long Lartin,Governor,M,50 - 59,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,18 - 20,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,18 - 20,e White,b Muslim,Wilful Damage,Cause damage to any part of a prison,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,18 - 20,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,4
Q3,Proved,Category A (High Security),Manchester,Governor,M,18 - 20,e White,i No religion,Other offences, Endangers health/safety of any person,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,18 - 20,e White,i No religion,Unauthorised transactions,Possession of unauthorised articles,3
Q3,Proved,Category A (High Security),Manchester,Governor,M,18 - 20,e White,i No religion,Violence,Assault on a prisoner,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,18 - 20,e White,i No religion,Violence,Assault on staff,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,18 - 20,e White,i No religion,Violence,Fights with any person,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Other offences,Absent from where he should be/Present where he should not,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,a Asian or Asian British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,3
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Unauthorised transactions,Possession of unauthorised articles,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Fights with any person,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,b Black/ African/ Caribbean/ Black British,b Muslim,Unauthorised transactions,Possession of unauthorised articles,2
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,a Christian,Violence,Assault on a prisoner,1
Q3,Proved,Category A (High Security),Manchester,Governor,M,21 - 24,c Mixed/ Multiple ethnic groups,a Christian,Violence,Commits any assault,1
